r	x	y	id
0.157485383	0.111358982	-0.111358982	c
0.15872714	0.15872714	2.80001E-15	c
0.159978689	0.113122016	0.113122016	c
0.161240105	-1.9752E-15	0.161240105	c
0.162511468	-0.114912961	0.114912961	c
0.163792856	-0.163792856	-1.12358E-15	c
0.165084347	-0.116732261	-0.116732261	c
0.166386021	2.44491E-16	-0.166386021	c
0.167697959	0.118580364	-0.118580364	c
0.169020242	0.169020242	-6.62713E-16	c
0.17035295	0.120457726	0.120457726	c
0.171696167	1.5987E-15	0.171696167	c
0.173049975	-0.122364811	0.122364811	c
0.174414458	-0.174414458	2.56417E-15	c
0.175789699	-0.124302088	-0.124302088	c
0.177175784	-3.5598E-15	-0.177175784	c
0.178572798	0.126270037	-0.126270037	c
0.179980828	0.179980828	-4.58631E-15	c
0.18139996	0.128269142	0.128269142	c
0.182830281	5.64444E-15	0.182830281	c
0.184271881	-0.130299896	0.130299896	c
0.185724847	-0.185724847	-3.82232E-15	c
0.18718927	-0.132362802	-0.132362802	c
0.188665239	2.86587E-15	-0.188665239	c
0.190152847	0.134458367	-0.134458367	c
0.191652184	0.191652184	1.87817E-15	c
0.193163343	0.13658711	0.13658711	c
0.194686418	-8.58481E-16	0.194686418	c
0.196221502	-0.138749555	0.138749555	c
0.19776869	-0.19776869	1.93965E-16	c
0.199328077	-0.140946235	-0.140946235	c
0.20089976	-1.27995E-15	-0.20089976	c
0.202483836	0.143177693	-0.143177693	c
0.204080401	0.204080401	-2.40028E-15	c
0.205689556	0.14544448	0.14544448	c
0.207311399	3.55575E-15	0.207311399	c
0.208946029	-0.147747154	0.147747154	c
0.210593549	-0.210593549	4.74722E-15	c
0.212254059	-0.150086284	-0.150086284	c
0.213927662	-5.97551E-15	-0.213927662	c
0.215614461	0.152462448	-0.152462448	c
0.217314561	0.217314561	-7.24152E-15	c
0.219028066	0.15487623	0.15487623	c
0.220755081	-4.00237E-15	0.220755081	c
0.222495714	-0.157328228	0.157328228	c
0.224250072	-0.224250072	-2.85695E-15	c
0.226018262	-0.159819046	-0.159819046	c
0.227800395	1.67426E-15	-0.227800395	c
0.229596579	0.162349298	-0.162349298	c
0.231406926	0.231406926	4.53412E-16	c
0.233231548	0.164919609	0.164919609	c
0.235070557	8.06517E-16	0.235070557	c
0.236924066	-0.167530613	0.167530613	c
0.238792189	-0.238792189	2.10645E-15	c
0.240675043	-0.170182955	-0.170182955	c
0.242572743	-3.44735E-15	-0.242572743	c
0.244485406	0.172877288	-0.172877288	c
0.24641315	0.24641315	-4.83018E-15	c
0.248356095	0.175614279	0.175614279	c
0.250314359	6.25592E-15	0.250314359	c
0.252288064	-0.178394601	0.178394601	c
0.254277331	-0.254277331	7.72561E-15	c
0.256282284	-0.181218941	-0.181218941	c
0.258303045	5.44257E-15	-0.258303045	c
0.26033974	0.184087996	-0.184087996	c
0.262392494	0.262392494	4.11436E-15	c
0.264461434	0.187002474	0.187002474	c
0.266546688	-2.74272E-15	0.266546688	c
0.268648383	-0.189963093	0.189963093	c
0.27076665	-0.27076665	-1.32662E-15	c
0.272901619	-0.192970586	-0.192970586	c
0.275053423	-1.35001E-16	-0.275053423	c
0.277222193	0.196025692	-0.196025692	c
0.279408063	0.279408063	-1.64324E-15	c
0.281611169	0.199129168	0.199129168	c
0.283831647	3.1992E-15	0.283831647	c
0.286069632	-0.202281777	0.202281777	c
0.288325264	-0.288325264	4.80402E-15	c
0.290598682	-0.205484298	-0.205484298	c
0.292890025	-6.45885E-15	-0.292890025	c
0.295199435	0.208737522	-0.208737522	c
0.297527054	0.297527054	-8.16487E-15	c
0.299873027	0.212042251	0.212042251	c
0.302237497	9.9233E-15	0.302237497	c
0.304620611	-0.2153993	0.2153993	c
0.307022516	-0.307022516	-5.71685E-15	c
0.309443359	-0.218809497	-0.218809497	c
0.31188329	4.12621E-15	-0.31188329	c
0.314342461	0.222273685	-0.222273685	c
0.316821021	0.316821021	2.48377E-15	c
0.319319125	0.225792718	0.225792718	c
0.004	0.004	0	d
0.01924191	0.013606085	0.013606085	d
0.092562771	5.67016E-18	0.092562771	d
0.445271114	-0.314854224	0.314854224	d
2.141966622	-2.141966622	2.62423E-16	d
10.30388199	-7.285944825	-7.285944825	d
49.56659123	-9.10896E-15	-49.56659123	d
238.438966	168.6018097	-168.6018097	d
1147.005253	1147.005253	-2.8105E-13	d
5517.642823	3901.562656	3901.562656	d
26542.496	8.12962E-12	26542.496	d
127682.0766	-90284.86222	90284.86222	d
614211.7416	-614211.7416	2.2575E-10	d
2954651.69	-2089254.246	-2089254.246	d
14213285.12	-6.09468E-09	-14213285.12	d
68372686.6	48346790.34	-48346790.34	d
