r	x	y	id
0.020597123	-0.020597123	1.31215E-16	c
0.020759529	-0.014679204	-0.014679204	c
0.020923216	5.12613E-17	-0.020923216	c
0.021088194	0.014911605	-0.014911605	c
0.021254472	0.021254472	-6.24957E-17	c
0.021422062	0.015147685	0.015147685	c
0.021590973	1.79868E-16	0.021590973	c
0.021761215	-0.015387503	0.015387503	c
0.021932801	-0.021932801	-1.07436E-17	c
0.022105739	-0.015631118	-0.015631118	c
0.02228004	-1.09183E-16	-0.02228004	c
0.022455716	0.015878589	-0.015878589	c
0.022632777	0.022632777	8.87214E-17	c
0.022811235	0.016129979	0.016129979	c
0.022991099	3.38035E-17	0.022991099	c
0.023172382	-0.016385348	0.016385348	c
0.023355094	-0.023355094	1.6023E-16	c
0.023539246	-0.016644761	-0.016644761	c
0.023724851	4.64986E-17	-0.023724851	c
0.023911919	0.01690828	-0.01690828	c
0.024100463	0.024100463	-8.26746E-17	c
0.024290492	0.017175972	0.017175972	c
0.024482021	-1.31961E-16	0.024482021	c
0.024675059	-0.017447902	0.017447902	c
0.02486962	-0.02486962	5.39274E-21	c
0.025065714	-0.017724136	-0.017724136	c
0.025263355	-1.36183E-16	-0.025263355	c
0.025462554	0.018004745	-0.018004745	c
0.025663324	0.025663324	8.80247E-17	c
0.025865677	0.018289795	0.018289795	c
0.026069625	5.11055E-17	0.026069625	c
0.026275182	-0.018579359	0.018579359	c
0.026482359	-0.026482359	1.94663E-16	c
0.02669117	-0.018873507	-0.018873507	c
0.026901627	3.95414E-17	-0.026901627	c
0.027113744	0.019172312	-0.019172312	c
0.027327533	0.027327533	-1.07137E-16	c
0.027543008	0.019475848	0.019475848	c
0.027760182	-1.36026E-16	0.027760182	c
0.027979069	-0.019784189	0.019784189	c
0.028199681	-0.028199681	1.38256E-17	c
0.028422033	-0.020097412	-0.020097412	c
0.028646138	-1.68457E-16	-0.028646138	c
0.02887201	0.020415594	-0.020415594	c
0.029099663	0.029099663	8.55508E-17	c
0.029329111	0.020738813	0.020738813	c
0.029560368	7.24349E-17	0.029560368	c
0.029793449	-0.02106715	0.02106715	c
0.030028368	-0.030028368	2.35444E-16	c
0.030265138	-0.021400685	-0.021400685	c
0.030503776	2.98874E-17	-0.030503776	c
0.030744296	0.0217395	-0.0217395	c
0.030986711	0.030986711	-1.36668E-16	c
0.031231039	0.022083679	0.022083679	c
0.031477292	-1.38815E-16	0.031477292	c
0.031725488	-0.022433308	0.022433308	c
0.03197564	-0.03197564	3.13469E-17	c
0.032227765	-0.022788471	-0.022788471	c
0.032481878	-2.06931E-16	-0.032481878	c
0.032737995	0.023149258	-0.023149258	c
0.032996131	0.032996131	8.0836E-17	c
0.033256302	0.023515757	0.023515757	c
0.033518525	9.856E-17	0.033518525	c
0.033782815	-0.023888058	0.023888058	c
0.034049189	-0.034049189	2.83657E-16	c
0.034317664	-0.024266253	-0.024266253	c
0.034588256	1.6939E-17	-0.034588256	c
0.034860981	0.024650436	-0.024650436	c
0.035135856	0.035135856	-1.72187E-16	c
0.035412899	0.025040701	0.025040701	c
0.035692126	-1.39911E-16	0.035692126	c
0.035973556	-0.025437145	0.025437145	c
0.036257204	-0.036257204	5.68558E-16	c
0.036543088	-0.025839865	-0.025839865	c
0.036831227	2.70714E-16	-0.036831227	c
0.037121638	0.026248962	-0.026248962	c
0.037414338	0.037414338	7.33248E-17	c
0.037709347	0.026664535	0.026664535	c
0.038006681	1.30383E-16	0.038006681	c
0.03830636	-0.027086687	0.027086687	c
0.038608402	-0.038608402	3.40559E-16	c
0.038912826	-0.027515523	-0.027515523	c
0.03921965	-5.57358E-16	-0.03921965	c
0.039528893	0.027951148	-0.027951148	c
0.039840575	0.039840575	3.51402E-16	c
0.040154714	0.028393671	0.028393671	c
0.04047133	-1.38812E-16	0.04047133	c
0.040790443	-0.028843199	0.028843199	c
0.041112071	-0.041112071	8.05983E-17	c
0.041436236	-0.029299844	-0.029299844	c
0.041762957	-3.0699E-16	-0.041762957	c
0.042092254	0.029763718	-0.029763718	c
0.042424147	0.042424147	-5.40531E-16	c
0.042758658	0.030234937	0.030234937	c
0.043095806	-4.43468E-16	0.043095806	c
0.043435612	-0.030713616	0.030713616	c
0.043778098	-0.043778098	-2.1451E-16	c
0.044123284	-0.031199873	-0.031199873	c
0.044471192	-2.1808E-17	-0.044471192	c
0.044821843	0.031693829	-0.031693829	c
0.045175259	0.045175259	-2.65663E-16	c
0.045531461	0.032195605	0.032195605	c
0.045890473	5.17233E-16	0.045890473	c
0.046252315	-0.032705325	0.032705325	c
0.04661701	-0.04661701	7.76703E-16	c
0.046984581	-0.033223116	-0.033223116	c
0.04735505	3.01652E-16	-0.04735505	c
0.04772844	0.033749103	-0.033749103	c
0.048104774	0.048104774	4.71275E-17	c
0.048484075	0.034283418	0.034283418	c
0.048866368	2.15532E-16	0.048866368	c
0.049251674	-0.034826193	0.034826193	c
0.049640019	-0.049640019	4.8652E-16	c
0.050031426	-0.035377561	-0.035377561	c
0.050425919	-7.66035E-16	-0.050425919	c
0.050823523	0.035937657	-0.035937657	c
0.051224261	0.051224261	4.01602E-16	c
0.05162816	0.036506622	0.036506622	c
0.052035243	-1.27474E-16	0.052035243	c
0.052445536	-0.037084594	0.037084594	c
0.052859064	-0.052859064	1.55436E-16	c
0.053275853	-0.037671717	-0.037671717	c
0.053695928	-4.47335E-16	-0.053695928	c
0.054119315	0.038268135	-0.038268135	c
0.054546041	0.054546041	-7.48439E-16	c
0.054976131	0.038873995	0.038873995	c
0.055409612	-5.15872E-16	0.055409612	c
0.055846512	-0.039489447	0.039489447	c
0.056286856	-0.056286856	-2.20635E-16	c
0.056730673	-0.040114644	-0.040114644	c
0.057177989	-8.40804E-17	-0.057177989	c
0.057628832	0.040749738	-0.040749738	c
0.05808323	0.05808323	-3.98499E-16	c
0.058541211	0.041394887	0.041394887	c
0.059002802	7.22853E-16	0.059002802	c
0.059468034	-0.04205025	0.04205025	c
0.059936934	-0.059936934	-6.46133E-16	c
0.060409531	-0.042715989	-0.042715989	c
0.060885854	3.28168E-16	-0.060885854	c
0.061365933	0.043392268	-0.043392268	c
0.061849798	0.061849798	-2.68231E-20	c
0.062337478	0.044079253	0.044079253	c
0.062829003	3.38696E-16	0.062829003	c
0.063324404	-0.044777115	0.044777115	c
0.06382371	-0.06382371	6.88089E-16	c
0.064326954	-0.045486026	-0.045486026	c
0.064834166	-1.04846E-15	-0.064834166	c
0.065345378	0.04620616	-0.04620616	c
0.06586062	0.06586062	4.51801E-16	c
0.066379924	0.046937695	0.046937695	c
0.066903324	-9.83235E-17	0.066903324	c
0.06743085	-0.047680811	0.047680811	c
0.067962536	-0.067962536	2.6646E-16	c
0.068498414	-0.048435693	-0.048435693	c
0.069038518	-6.42819E-16	-0.069038518	c
0.06958288	0.049202526	-0.049202526	c
0.070131534	0.070131534	-1.03103E-15	c
0.070684515	0.0499815	0.0499815	c
0.071241855	-5.93447E-16	0.071241855	c
0.071803591	-0.050772806	0.050772806	c
0.072369755	-0.072369755	-2.12746E-16	c
0.072940384	-0.05157664	-0.05157664	c
0.073515512	-1.80159E-16	-0.073515512	c
0.074095175	0.0523932	-0.0523932	c
0.074679408	0.074679408	-5.85558E-16	c
0.075268248	0.053222689	0.053222689	c
0.075861731	1.00375E-15	0.075861731	c
0.076459894	-0.054065309	0.054065309	c
0.077062773	-0.077062773	-7.55223E-16	c
0.077670405	-0.05492127	-0.05492127	c
0.078282829	3.4521E-16	-0.078282829	c
0.078900082	0.055790783	-0.055790783	c
0.079522201	0.079522201	-7.79757E-17	c
0.080149226	0.056674061	0.056674061	c
0.080781195	5.14647E-16	0.080781195	c
0.081418147	-0.057571324	0.057571324	c
0.082060122	-0.082060122	9.65126E-16	c
0.082707158	-0.058482792	-0.058482792	c
0.083359296	-1.42974E-15	-0.083359296	c
0.084016576	0.059408691	-0.059408691	c
0.084679039	0.084679039	4.979E-16	c
0.085346725	0.060349248	0.060349248	c
0.086019676	-4.21081E-17	0.086019676	c
0.086697933	-0.061304696	0.061304696	c
0.087381538	-0.087381538	4.2824E-16	c
0.088070533	-0.062275271	-0.062275271	c
0.088764961	-9.13493E-16	-0.088764961	c
0.089464864	0.063261212	-0.063261212	c
0.090170286	0.090170286	-1.414E-15	c
0.09088127	0.064262762	0.064262762	c
0.09159786	-6.73236E-16	0.09159786	c
0.092320101	-0.065280169	0.065280169	c
0.093048036	-0.093048036	-1.82336E-16	c
0.093781711	-0.066313684	-0.066313684	c
0.094521171	-3.24278E-16	-0.094521171	c
0.095266461	0.067363561	-0.067363561	c
0.096017628	0.096017628	-8.46978E-16	c
0.096774718	0.06843006	0.06843006	c
0.097537778	1.38615E-15	0.097537778	c
0.098306854	-0.069513443	0.069513443	c
0.099081994	-0.099081994	-8.73902E-16	c
0.099863246	-0.070613979	-0.070613979	c
0.100650658	3.45197E-16	-0.100650658	c
0.101444279	0.071731938	-0.071731938	c
0.102244158	0.102244158	-2.00467E-16	c
0.103050343	0.072867597	0.072867597	c
0.103862885	7.63496E-16	0.103862885	c
0.104681834	-0.074021235	0.074021235	c
0.105507241	-0.105507241	1.3443E-15	c
0.106339155	-0.075193138	-0.075193138	c
0.107177629	-1.94331E-15	-0.107177629	c
0.108022715	0.076383594	-0.076383594	c
0.108874464	0.108874464	5.33455E-16	c
0.109732929	0.077592898	0.077592898	c
0.110598162	5.42596E-17	0.110598162	c
0.111470218	-0.078821347	0.078821347	c
0.11234915	-0.11234915	6.60717E-16	c
0.113235013	-0.080069245	-0.080069245	c
0.11412786	-1.28636E-15	-0.11412786	c
0.115027747	0.0813369	-0.0813369	c
0.11593473	0.11593473	-1.93166E-15	c
0.116848865	0.082624625	0.082624625	c
0.117770207	-7.50172E-16	0.117770207	c
0.118698814	-0.083932736	0.083932736	c
0.119634743	-0.119634743	-1.17178E-16	c
0.120578051	-0.085261558	-0.085261558	c
0.121528798	-5.36046E-16	-0.121528798	c
0.122487041	0.086611417	-0.086611417	c
0.123452839	0.123452839	-1.20998E-15	c
0.124426253	0.087982647	0.087982647	c
0.125407343	1.90513E-15	0.125407343	c
0.126396167	-0.089375587	0.089375587	c
0.127392789	-0.127392789	-9.98742E-16	c
0.128397269	-0.09079058	-0.09079058	c
0.12940967	-3.36105E-15	-0.12940967	c
0.130430053	0.092227975	-0.092227975	c
0.131458481	0.131458481	-4.12287E-15	c
0.132495019	0.093688126	0.093688126	c
0.133539729	-2.68289E-15	0.133539729	c
0.134592678	-0.095171395	0.095171395	c
0.135653928	-0.135653928	-1.99415E-15	c
0.136723546	-0.096678147	-0.096678147	c
0.137801599	1.28292E-15	-0.137801599	c
0.138888151	0.098208753	-0.098208753	c
0.139983271	0.139983271	5.4868E-16	c
0.141087026	0.099763593	0.099763593	c
0.142199484	2.09136E-16	0.142199484	c
0.143320713	-0.101343048	0.101343048	c
0.144450783	-0.144450783	9.91084E-16	c
0.145589764	-0.102947509	-0.102947509	c
0.146737725	-1.79774E-15	-0.146737725	c
0.147894738	0.104577372	-0.104577372	c
0.149060874	0.149060874	-2.62969E-15	c
0.150236205	0.106233039	0.106233039	c
0.151420803	3.48753E-15	0.151420803	c
0.152614742	-0.107914919	0.107914919	c
0.153818095	-0.153818095	4.37187E-15	c
0.155030936	-0.109623426	-0.109623426	c
0.15625334	3.59863E-15	-0.15625334	c
